,Unnamed: 0,fecha,HORA declarada,Ruta,OperadOR,flight_no,route,ac_type,registration,cn_ln,all_aboard,PASAJEROS A BORDO,crew_aboard,cantidad de fallecidos,passenger_fatalities,crew_fatalities,ground,summary,nueva,reporte
4158,4158,"July 30, 1998",1105,"Kochi, India",Alliance Airlines,503,Agathi - Kochi - Thiruvananthapuram,Dornier 228-201,VT-EJW,8075/2017,6,3,3,6,3,3,2,"Shortly after taking off the plane pitched up, stalled and crashed to the ground. The  pitch-up was caused by an uncommanded downward movement of the horizontal stabilizer. This was due to a partial detachment of the actuator forward bearing support fitting due to the non-installation of required hi-lok fasteners.",1998-07-30,"Poco después de despegar, el avión se inclinó, se detuvo y se estrelló contra el suelo. El cabeceo fue causado por un movimiento hacia abajo no controlado del estabilizador horizontal. Esto se debió a un desprendimiento parcial del accesorio de soporte del rodamiento delantero del actuador debido a que no se instalaron los sujetadores hi-lok requeridos."
4159,4159,"August 04, 1998",1758,"Kincolith, British Columbia, Canada",Harbour Air Seaplanes Ltd.,709,Prince Rupert - Kincolith,de Havilland Dash-2 Beaver,C-FOCJ,0039,5,4,1,5,4,1,0,"The pilot made three low passes over the water in an attempt to land at Kincolith. On the fourth approach, the aircraft touched down, apparently in a controlled manner, and skipped on the water surface. The floats then dug into the water followed by the right wing, which was severed from the fuselage on water impact. The aircraft quickly overturned and came to rest inverted with only the bottom of the floats visible. All five occupants drowned. On touchdown, the floats struck the water and caused a flying attitude that the pilot could not control before the right wing dug in and the aircraft overturned. Contributing to the accident were conflicting wind and water conditions at the time of the occurrence.",1998-08-04,"El piloto hizo tres pasadas bajas sobre el agua en un intento de aterrizar en Kincolith. En la cuarta aproximación, la aeronave aterrizó, aparentemente de forma controlada, y saltó sobre la superficie del agua. Luego, los flotadores se hundieron en el agua seguidos por el ala derecha, que se separó del fuselaje al impactar con el agua. La aeronave volcó rápidamente y se detuvo invertida con solo la parte inferior de los flotadores visibles. Los cinco ocupantes se ahogaron. Al aterrizar, los flotadores golpearon el agua y provocaron una actitud de vuelo que el piloto no pudo controlar antes de que el ala derecha se hundiera y la aeronave volcara. Contribuyeron al accidente las condiciones contradictorias del viento y el agua en el momento del suceso."
4160,4160,"August 11, 1998",?,"Saurimo, Angola",Alada,?,?,Antonov An-12BP,D2-FAZ,8345601,13,6,7,1,0,1,0,Blew a tire while landing causing the plane to to run off the runway and crash.,1998-08-11,"Se reventó un neumático al aterrizar, lo que provocó que el avión se saliera de la pista y se estrellara."
4161,4161,"August 19, 1998",1640,"Foveaux Strait, New Zealand",Vincent Aviation,?,Stewart Island - Invercargill,Cessna 402C,ZK-VAC,402C0512,10,9,1,5,4,1,0,"While en route, the aircraft experienced double engine failure. The plane ditched into Foveaux Strait. Five passengers were rescued, but four passengers and the pilot did not have lifejackets and did not survive. The double engine failure was possibly related to fuel management.",1998-08-19,"Mientras estaba en ruta, la aeronave experimentó una falla de doble motor. El avión se hundió en el estrecho de Foveaux. Cinco pasajeros fueron rescatados, pero cuatro pasajeros y el piloto no tenían chalecos salvavidas y no sobrevivieron. La falla del doble motor posiblemente estuvo relacionada con la gestión del combustible."
4162,4162,"August 21, 1998",1130,"Near Ghorepani, Nepal",Lumbini Airways,?,Jomsom - Pokhara,de Havilland Canada DHC-6 Twin Otter 300,9N-ACC,710,18,15,3,18,15,3,0,"The aircraft crashed in a remote mountainous area at an elevation of 12,000 feet while on a flight from Jomsom to Potokari. Radio contact was lost 5 minutes after takeoff from Jomson.",1998-08-21,"El avión se estrelló en un área montañosa remota a una altura de 12,000 pies mientras volaba de Jomsom a Potokari. El contacto por radio se perdió 5 minutos después del despegue de Jomson."
4163,4163,"August 24, 1998",1646,"Pretoria, South Africa",Speed Service Couriers,?,Pretoria - Durban,DC-3-65TP,ZS-NKK,13143,2,0,2,1,0,1,0,"The cargo plane took off in a steep angle, rolled to the left and crashed and burned. The taking off with the elevator trim set to the full nose-up position. This resulted in the nose of the aircraft pitching up after rotation, causing the pilot to lose control of the aircraft.",1998-08-24,"El avión de carga despegó en un ángulo pronunciado, rodó hacia la izquierda y se estrelló y se quemó. El despegue con el trim del timón de profundidad ajustado en la posición de morro arriba. Esto provocó que el morro de la aeronave se levantara después de la rotación, lo que provocó que el piloto perdiera el control de la aeronave."
4164,4164,"August 24, 1998",0835,"Manibagi, Myanmar",Myanmar Airways,635,Rangoon - Tachilek,Fokker F-27 Friendship 600,XY-AEN,10476,44,40,4,44,40,4,0,"The aircraft was on a flight from Rangoon to Tachilek when it was diverted to Heho due to poor weather conditions. After the aircraft was reported missing, wreckage was found on Payakha Mountain, near Manibagi. It was five days before officials announced that the plane had crashed as an effort was made to hide the accident. There are reports that some survived the crash, only to be tortured and  murdered by nearby villagers who thought it was a military plane.",1998-08-24,"El avión estaba en un vuelo de Rangún a Tachilek cuando fue desviado a Heho debido a las malas condiciones climáticas. Después de que se informara la desaparición del avión, se encontraron restos en la montaña Payakha, cerca de Manibagi. Pasaron cinco días antes de que los funcionarios anunciaran que el avión se había estrellado en un esfuerzo por ocultar el accidente. Hay informes de que algunos sobrevivieron al accidente, solo para ser torturados y asesinados por los aldeanos cercanos que pensaron que era un avión militar."
4165,4165,"August 29, 1998",1303,"Quito, Ecuador",Cubana de Aviacion,389,Quito - Guayaquil - Havana,Tupolev TU-154M,CU-T1264,720,91,77,14,70,56,14,10,"The aircraft crashed and burned during takeoff from Quito. The crew tried and failed twice to take off. On the third attempt, the plane struggled to gain altitude, rising a few feet, but settled back to earth plowing past the end of the runway and crashing into an auto body shop and coming to rest in a soccer field. The accident was caused by the late decision of the crew to abort the takeoff.",1998-08-29,"La aeronave se estrelló y se quemó durante el despegue de Quito. La tripulación intentó y fracasó dos veces para despegar. En el tercer intento, el avión luchó por ganar altura, se elevó unos pocos pies, pero volvió a aterrizar, pasó el final de la pista y se estrelló contra un taller de carrocería y se detuvo en un campo de fútbol. El accidente fue causado por la decisión tardía de la tripulación de abortar el despegue."
4166,4166,"September 02, 1998",2130,"Off Peggy's Cove, Nova Scotia, Canada",Swissair,111,New York City - Geneva,McDonnell Douglas MD-11,HB-IWF,48448/465,229,215,14,229,215,14,0,"The aircraft was on a flight from JFK Airport, New York to Geneva, Switzerland when the crew reported smoke in the cockpit and requested an emergency landing at Halifax. The plane began dumping fuel and preparing for an emergency landing when it disappeared from radar and crashed into the Atlantic Ocean southwest of Halifax. A fire in the entertainment system wiring started in a hidden area above the cockpit ceiling when arcing ignited the cover material made of thermal insulation blankets. This set off an in-flight fire that spread and increased in intensity until it led to the loss of the aircraft.. It was determined that  aircraft certification standards for material flammability at the time of the accident were inadequate. Dr. Jonathan Mann, researcher in the fight against AIDS and Joseph LaMotta, son of boxing champion Jake LaMotta, killed in the crash.",1998-09-02,"La aeronave estaba en un vuelo desde el aeropuerto JFK de Nueva York a Ginebra, Suiza, cuando la tripulación informó que había humo en la cabina y solicitó un aterrizaje de emergencia en Halifax. El avión comenzó a descargar combustible y a prepararse para un aterrizaje de emergencia cuando desapareció del radar y se estrelló en el Océano Atlántico al suroeste de Halifax. Se inició un incendio en el cableado del sistema de entretenimiento en un área oculta sobre el techo de la cabina cuando un arco eléctrico encendió el material de la cubierta hecho de mantas de aislamiento térmico. Esto provocó un incendio en vuelo que se propagó y aumentó en intensidad hasta provocar la pérdida de la aeronave. Se determinó que los estándares de certificación de aeronaves para la inflamabilidad del material en el momento del accidente eran inadecuados. El Dr. Jonathan Mann, investigador en la lucha contra el SIDA y Joseph LaMotta, hijo del campeón de boxeo Jake LaMotta, fallecieron en el accidente."
4167,4167,"September 02, 1998",?,Angola,Permaviatrans,?,?,Antonov AN-26,RA-26028,10408,24,20,4,24,20,4,0,Shot down by UNITA rebels 30 minutes after taking off.,1998-09-02,Derribado por los rebeldes de UNITA 30 minutos después del despegue.
4168,4168,"September 09, 1998",1045,"Port Alsworth, Alaska",Rusts Flying Service Inc.,?,"Anchorage, AK - Hoholitna River, AK",de Havilland Dash-2 float plane,N1433Z,595,5,4,1,5,4,1,0,"The plane crashed while attempting to cross a mountain pass, following two other company airplanes in conditions described as five to seven miles visibility, 700 feet ceilings, clouds hanging on the mountainsides, and misty rain. The pilot's failure to maintain adequate airspeed which resulted in an inadvertent stall. Unfamiliarity with the geographic area, the low clouds, his becoming disoriented, and the blind canyon into which he flew. The audible stall warning circuit breaker was found in the pulled (disabled) position.",1998-09-09,"El avión se estrelló cuando intentaba cruzar un paso de montaña, siguiendo a otros dos aviones de la compañía en condiciones descritas como de cinco a siete millas de visibilidad, techos de 700 pies, nubes colgando de las laderas de las montañas y lluvia brumosa. La falla del piloto para mantener la velocidad aerodinámica adecuada que resultó en una entrada en pérdida inadvertida. La falta de familiaridad con el área geográfica, las nubes bajas, su desorientación y el cañón ciego en el que voló. El disyuntor de advertencia audible de bloqueo se encontró en la posición tirada (desactivada)."
4169,4169,"September 10, 1998",?,"Islamabad, Pakistan",Military - Pakistan Air Force,?,?,Lockheed C-130B Hercules,24143,3781,5,0,5,5,0,5,0,The aircraft was returning to a ramp with it's brakes on fire when it struck another aircraft and caught fire.,1998-09-10,La aeronave regresaba a una rampa con los frenos en llamas cuando chocó contra otra aeronave y se incendió.
4170,4170,"September 25, 1998",0900,"Near Nador, Morroco",Paukn Air,4101,Malaga - Melilla,British Aerospace BAe-146-100,EC-GEO,E1007,38,34,4,38,34,4,0,The aircraft crashed into a hill in a forest 20 miles north of Nador and 12 miles from its destination as it made an approach for Melilla. Controlled flight into terrain.,1998-09-25,La aeronave se estrelló contra una colina en un bosque a 20 millas al norte de Nador ya 12 millas de su destino cuando se acercaba a Melilla. Vuelo controlado hacia el terreno.
4171,4171,"September 28, 1998",1330,"Praia, Cape Verde",Cabo Verde Airlines,?,Sao Nicolau - Praia,de Havilland Canada DHC-6 Twin Otter 300,D4-CAX,550,22,20,2,1,1,0,0,"The aircraft crashed to the ground while making a final turn for landing in low clouds, reduced visibility and strong, rapidly veering wind conditions associated with the approach of a severe thunderstorm.",1998-09-28,"La aeronave se estrelló contra el suelo mientras realizaba un giro final para aterrizar en medio de nubes bajas, visibilidad reducida y condiciones de viento fuerte que viraban rápidamente asociadas con la aproximación de una tormenta severa."
4172,4172,"September 29, 1998",1350,"Off Mannar, Sri Lanka",Lionair,602,Jaffna - Colombo,Antonov AN-24RV,EW-46465,27307901,55,48,7,55,48,7,0,"Ten minutes after taking off from Jaffna, the plane disappeared from radar. The aircraft crashed into the sea 35 nm north of Mannar. The plane was shot down by LTTE (Liberation Tigers of Tamil Eelam) rebels.",1998-09-29,"Diez minutos después de despegar de Jaffna, el avión desapareció del radar. La aeronave se estrelló contra el mar a 35 millas al norte de Mannar. El avión fue derribado por los rebeldes LTTE (Tigres de Liberación de Tamil Eelam)."
